mock_id,mock_file,mock_z,mock_logm,snr_tier,targetid,observed_file,object_id,observed_z,observed_logm,delta_z,delta_logm,snr_b,snr_r,snr_z,snr_combined,survey,program,chosen_survey
119472,desi_spectrum_119472.fits,0.13792321543679534,10.07960603365488,low,39633451346822358,TARGETID_39633451346822358.fits,2665403537657810432,0.14573025656358476,10.081797673233952,0.007807041126789427,0.002191639579072202,1.2266528606414795,3.0946054458618164,5.150321006774902,6.132460075606231,sv3,bright,DEEP
119472,desi_spectrum_119472.fits,0.13792321543679534,10.07960603365488,median,39633443742549540,TARGETID_39633443742549540.fits,2637642566648897573,0.147217387354329,10.000474189280041,0.00929417191753365,-0.07913184437483878,1.935992956161499,4.922410011291504,6.8298659324646,8.638591187283392,main,bright,DEEP
119472,desi_spectrum_119472.fits,0.13792321543679534,10.07960603365488,high,39627841595250624,TARGETID_39627841595250624.fits,1497468126021884875,0.15232985857251793,10.185815174354849,0.014406643135722597,0.10620914069996878,4.117426872253418,7.885398864746094,9.05647087097168,12.694580888759269,sv3,bright,DEEP
534154,desi_spectrum_534154.fits,0.24886828397654662,10.5,low,39633286372261925,TARGETID_39633286372261925.fits,2151830635525124027,0.25843304891901875,10.438573768759964,0.009564764942472131,-0.06142623124003599,0.8286609649658203,2.787630796432495,3.7243456840515137,4.725284671465846,sv3,bright,DEEP
534154,desi_spectrum_534154.fits,0.24886828397654662,10.5,median,39633282664499785,TARGETID_39633282664499785.fits,2148103068522056892,0.2477803656904901,10.450493264903626,-0.001087918286056505,-0.049506735096374044,1.257110595703125,3.2022058963775635,5.2616071701049805,6.286410714002422,sv3,bright,DEEP
534154,desi_spectrum_534154.fits,0.24886828397654662,10.5,high,39627853687423916,TARGETID_39627853687423916.fits,1502849151026749401,0.24855072156455307,10.537993406254984,-0.00031756241199354385,0.0379934062549836,1.1366115808486938,4.4415130615234375,7.4676384925842285,8.762679317270964,main,bright,DEEP
477652,desi_spectrum_477652.fits,0.948777568795041,9.761175813155731,low,39633438604527060,TARGETID_39633438604527060.fits,2684817841645485760,0.9490945233028845,9.772526587720243,0.0003169545078434144,0.011350774564512278,0.19895263016223907,0.5296878218650818,0.6411836743354797,0.855142001023803,sv3,dark,DEEP
477652,desi_spectrum_477652.fits,0.948777568795041,9.761175813155731,median,39627829511456404,TARGETID_39627829511456404.fits,1493227628017080869,0.948060369317705,9.809620764075014,-0.0007171994773360613,0.0484449509192828,0.3848138451576233,0.6578621864318848,0.7890188097953796,1.0970027502120734,sv3,dark,DEEP
477652,desi_spectrum_477652.fits,0.948777568795041,9.761175813155731,high,39633446351408671,TARGETID_39633446351408671.fits,2726304424652220933,0.9487191168979952,9.83450344844553,-5.845189704589693e-05,0.07332763528979847,0.3366157114505768,0.8060050010681152,1.3250019550323486,1.5870048455445045,sv3,dark,DEEP
